subscription_id,user_id,subscription_start_date,subscription_end_date,plan_type,initial_price,renewal_price,currency,payment_method,is_canceled,cancellation_date,cancellation_reason
sub000088,u000088,2023-03-13 00:00:00,2023-04-12 00:00:00,monthly,30.0,30.0,AUD,apple_pay,False,,
sub000089,u000089,2023-03-31 00:00:00,2023-04-30 00:00:00,monthly,30.0,30.0,USD,apple_pay,True,2023-04-20 00:00:00,privacy_concerns
sub000090,u000090,2023-01-02 00:00:00,,annual,300.0,300.0,USD,credit_card,True,2023-01-14 00:00:00,too_expensive
sub000091,u000091,2023-02-28 00:00:00,2023-03-30 00:00:00,monthly,30.0,30.0,USD,apple_pay,False,,
sub000092,u000092,2023-01-09 00:00:00,,annual,300.0,300.0,BRL,credit_card,True,2023-01-25 00:00:00,poor_battery_life
sub000093,u000093,2023-03-14 00:00:00,,biannual,240.0,240.0,BRL,paypal,True,2023-03-20 00:00:00,found_better_app
sub000094,u000094,2023-02-07 00:00:00,,annual,300.0,300.0,CAD,credit_card,True,2023-06-28 00:00:00,didnt_use_enough
sub000095,u000095,2023-03-11 00:00:00,,annual,300.0,300.0,CAD,credit_card,True,2023-06-21 00:00:00,too_expensive
sub000096,u000096,2023-02-28 00:00:00,,annual,300.0,300.0,GBP,apple_pay,True,2023-06-22 00:00:00,found_better_app
sub000097,u000097,2023-02-26 00:00:00,,annual,300.0,300.0,JPY,paypal,True,2023-06-21 00:00:00,too_expensive
sub000098,u000098,2023-01-10 00:00:00,2023-02-09 00:00:00,monthly,30.0,30.0,CAD,paypal,True,2023-01-31 00:00:00,technical_issues
sub000099,u000099,2023-05-13 00:00:00,,annual,300.0,300.0,BRL,paypal,False,,
sub000100,u000100,2023-04-12 00:00:00,2023-05-12 00:00:00,monthly,30.0,30.0,EUR,google_pay,False,,
sub000101,u000101,2023-01-07 00:00:00,2023-02-06 00:00:00,monthly,30.0,30.0,EUR,credit_card,True,2023-02-02 00:00:00,too_expensive
sub000102,u000102,2023-03-02 00:00:00,2023-04-01 00:00:00,monthly,30.0,30.0,USD,credit_card,False,,
sub000103,u000103,2023-02-08 00:00:00,2023-03-10 00:00:00,monthly,30.0,30.0,USD,google_pay,False,,
sub000104,u000104,2023-02-03 00:00:00,2023-03-05 00:00:00,monthly,30.0,30.0,AUD,google_pay,True,2023-03-01 00:00:00,poor_battery_life
sub000105,u000105,2023-03-18 00:00:00,2023-04-17 00:00:00,monthly,30.0,30.0,JPY,credit_card,False,,
sub000106,u000106,2023-01-27 00:00:00,,annual,300.0,300.0,EUR,paypal,False,,
sub000107,u000107,2023-01-20 00:00:00,2023-02-19 00:00:00,monthly,30.0,30.0,USD,apple_pay,True,2023-02-16 00:00:00,didnt_use_enough
sub000108,u000108,2023-03-10 00:00:00,,annual,300.0,300.0,GBP,google_pay,True,2023-03-27 00:00:00,customer_service
sub000109,u000109,2023-02-01 00:00:00,2023-03-03 00:00:00,monthly,30.0,30.0,EUR,credit_card,False,,
sub000110,u000110,2023-03-10 00:00:00,,annual,300.0,300.0,JPY,paypal,False,,
sub000111,u000111,2023-03-09 00:00:00,,annual,300.0,300.0,GBP,google_pay,True,2023-06-22 00:00:00,didnt_like_interface
sub000112,u000112,2023-02-07 00:00:00,,annual,300.0,300.0,GBP,credit_card,True,2023-06-20 00:00:00,too_expensive
sub000113,u000113,2023-02-21 00:00:00,2023-03-23 00:00:00,monthly,30.0,30.0,CAD,credit_card,False,,
sub000114,u000114,2023-02-11 00:00:00,,annual,300.0,300.0,EUR,credit_card,True,2023-06-22 00:00:00,didnt_use_enough
sub000115,u000115,2023-01-31 00:00:00,2023-03-02 00:00:00,monthly,30.0,30.0,USD,credit_card,True,2023-03-01 00:00:00,poor_battery_life
sub000116,u000116,2023-02-12 00:00:00,2023-03-14 00:00:00,monthly,30.0,30.0,GBP,paypal,False,,
sub000117,u000117,2023-02-08 00:00:00,,annual,300.0,300.0,USD,credit_card,True,2023-06-27 00:00:00,poor_battery_life
sub000118,u000118,2023-02-04 00:00:00,2023-03-06 00:00:00,monthly,30.0,30.0,CAD,google_pay,True,2023-03-02 00:00:00,poor_battery_life
sub000119,u000119,2023-02-14 00:00:00,2023-03-16 00:00:00,monthly,30.0,30.0,USD,paypal,False,,
sub000120,u000120,2023-02-06 00:00:00,2023-03-08 00:00:00,monthly,30.0,30.0,CAD,paypal,False,,
sub000121,u000121,2023-03-01 00:00:00,2023-03-31 00:00:00,monthly,30.0,30.0,USD,paypal,False,,
sub000122,u000122,2023-03-22 00:00:00,2023-04-21 00:00:00,monthly,30.0,30.0,USD,apple_pay,True,2023-04-11 00:00:00,found_better_app
sub000123,u000123,2023-02-05 00:00:00,,annual,300.0,300.0,BRL,apple_pay,True,2023-06-29 00:00:00,didnt_use_enough
sub000124,u000124,2023-02-01 00:00:00,2023-03-03 00:00:00,monthly,30.0,30.0,CAD,credit_card,True,2023-02-24 00:00:00,too_expensive
sub000125,u000125,2023-03-14 00:00:00,2023-04-13 00:00:00,monthly,30.0,30.0,JPY,credit_card,True,2023-04-03 00:00:00,didnt_like_interface
sub000126,u000126,2023-02-25 00:00:00,2023-03-27 00:00:00,monthly,30.0,30.0,CAD,credit_card,False,,
sub000127,u000127,2023-01-26 00:00:00,2023-02-25 00:00:00,monthly,30.0,30.0,USD,apple_pay,False,,
sub000128,u000128,2023-03-14 00:00:00,2023-04-13 00:00:00,monthly,30.0,30.0,GBP,paypal,False,,
sub000129,u000129,2023-04-14 00:00:00,2023-05-14 00:00:00,monthly,30.0,30.0,CAD,credit_card,False,,
sub000130,u000130,2023-02-20 00:00:00,2023-03-22 00:00:00,monthly,30.0,30.0,USD,credit_card,False,,
sub000131,u000131,2023-01-28 00:00:00,,biannual,240.0,240.0,BRL,paypal,True,2023-02-06 00:00:00,too_expensive
sub000132,u000132,2023-04-28 00:00:00,,annual,300.0,300.0,USD,apple_pay,False,,
sub000133,u000133,2023-02-15 00:00:00,,annual,300.0,300.0,JPY,credit_card,True,2023-06-29 00:00:00,didnt_like_interface
sub000134,u000134,2023-02-21 00:00:00,2023-03-23 00:00:00,monthly,30.0,30.0,USD,google_pay,True,2023-03-21 00:00:00,found_better_app
sub000135,u000135,2023-01-26 00:00:00,2023-02-25 00:00:00,monthly,30.0,30.0,USD,credit_card,True,2023-02-16 00:00:00,technical_issues
sub000136,u000136,2023-01-26 00:00:00,2023-02-25 00:00:00,monthly,30.0,30.0,GBP,paypal,False,,
sub000137,u000137,2023-02-26 00:00:00,2023-03-28 00:00:00,monthly,30.0,30.0,USD,credit_card,False,,
sub000138,u000138,2023-01-30 00:00:00,,annual,300.0,300.0,USD,apple_pay,True,2023-02-11 00:00:00,technical_issues
sub000139,u000139,2023-02-17 00:00:00,2023-03-19 00:00:00,monthly,30.0,30.0,USD,apple_pay,False,,
sub000140,u000140,2023-03-15 00:00:00,2023-04-14 00:00:00,monthly,30.0,30.0,USD,google_pay,False,,
sub000141,u000141,2023-02-13 00:00:00,,annual,300.0,300.0,GBP,credit_card,True,2023-06-20 00:00:00,didnt_use_enough
sub000142,u000142,2023-04-18 00:00:00,2023-05-18 00:00:00,monthly,30.0,30.0,AUD,paypal,False,,
sub000143,u000143,2023-02-20 00:00:00,2023-03-22 00:00:00,monthly,30.0,30.0,USD,google_pay,True,2023-03-13 00:00:00,privacy_concerns
sub000144,u000144,2023-02-20 00:00:00,2023-03-22 00:00:00,monthly,30.0,30.0,USD,credit_card,False,,
sub000145,u000145,2023-02-28 00:00:00,,annual,300.0,300.0,AUD,credit_card,False,,
sub000146,u000146,2023-03-31 00:00:00,2023-04-30 00:00:00,monthly,30.0,30.0,USD,paypal,False,,
sub000147,u000147,2023-03-09 00:00:00,2023-04-08 00:00:00,monthly,30.0,30.0,CAD,apple_pay,True,2023-04-06 00:00:00,didnt_use_enough
sub000148,u000148,2023-03-12 00:00:00,2023-04-11 00:00:00,monthly,30.0,30.0,CAD,paypal,False,,
sub000149,u000149,2023-03-15 00:00:00,,annual,300.0,300.0,USD,apple_pay,False,,
sub000150,u000150,2023-04-28 00:00:00,,annual,300.0,300.0,CAD,paypal,True,2023-05-09 00:00:00,privacy_concerns
sub000151,u000151,2023-02-24 00:00:00,2023-03-26 00:00:00,monthly,30.0,30.0,EUR,credit_card,False,,
sub000152,u000152,2023-03-20 00:00:00,2023-04-19 00:00:00,monthly,30.0,30.0,CAD,credit_card,False,,
sub000153,u000153,2023-02-12 00:00:00,2023-03-14 00:00:00,monthly,30.0,30.0,CAD,apple_pay,False,,
sub000154,u000154,2023-03-22 00:00:00,2023-04-21 00:00:00,monthly,30.0,30.0,USD,apple_pay,False,,
sub000155,u000155,2023-03-23 00:00:00,,annual,300.0,300.0,EUR,credit_card,False,,
sub000156,u000156,2023-01-31 00:00:00,,annual,300.0,300.0,USD,credit_card,False,,
sub000157,u000157,2023-02-25 00:00:00,2023-03-27 00:00:00,monthly,30.0,30.0,USD,credit_card,True,2023-03-25 00:00:00,technical_issues
sub000158,u000158,2023-03-15 00:00:00,,biannual,240.0,240.0,USD,credit_card,False,,
sub000159,u000159,2023-02-02 00:00:00,2023-03-04 00:00:00,monthly,30.0,30.0,GBP,paypal,False,,
sub000160,u000160,2023-03-04 00:00:00,2023-04-03 00:00:00,monthly,30.0,30.0,INR,google_pay,True,2023-03-28 00:00:00,technical_issues
sub000161,u000161,2023-03-13 00:00:00,,annual,300.0,300.0,USD,paypal,False,,
sub000162,u000162,2023-01-28 00:00:00,2023-02-27 00:00:00,monthly,30.0,30.0,USD,credit_card,True,2023-02-22 00:00:00,didnt_use_enough
sub000163,u000163,2023-01-13 00:00:00,2023-02-12 00:00:00,monthly,30.0,30.0,USD,paypal,True,2023-02-09 00:00:00,didnt_like_interface
sub000164,u000164,2023-02-08 00:00:00,,annual,300.0,300.0,USD,apple_pay,False,,
sub000165,u000165,2023-02-20 00:00:00,,annual,300.0,300.0,USD,credit_card,True,2023-06-21 00:00:00,customer_service
sub000166,u000166,2023-03-17 00:00:00,2023-04-16 00:00:00,monthly,30.0,30.0,USD,google_pay,True,2023-04-13 00:00:00,too_expensive
sub000167,u000167,2023-03-21 00:00:00,,annual,300.0,300.0,USD,credit_card,True,2023-06-29 00:00:00,poor_battery_life
sub000168,u000168,2023-01-14 00:00:00,2023-02-13 00:00:00,monthly,30.0,30.0,BRL,credit_card,False,,
sub000169,u000169,2023-03-11 00:00:00,,biannual,240.0,240.0,USD,credit_card,True,2023-06-25 00:00:00,found_better_app
sub000170,u000170,2023-01-07 00:00:00,2023-02-06 00:00:00,monthly,30.0,30.0,CAD,paypal,False,,
sub000171,u000171,2023-02-12 00:00:00,,biannual,240.0,240.0,CAD,apple_pay,True,2023-02-28 00:00:00,found_better_app
sub000172,u000172,2023-01-11 00:00:00,2023-02-10 00:00:00,monthly,30.0,30.0,USD,credit_card,True,2023-01-31 00:00:00,technical_issues
sub000173,u000173,2023-02-21 00:00:00,2023-03-23 00:00:00,monthly,30.0,30.0,GBP,apple_pay,False,,
sub000174,u000174,2023-04-10 00:00:00,,annual,300.0,300.0,USD,google_pay,False,,
sub000175,u000175,2023-01-27 00:00:00,,annual,300.0,300.0,GBP,apple_pay,True,2023-06-27 00:00:00,technical_issues
sub000176,u000176,2023-01-19 00:00:00,2023-02-18 00:00:00,monthly,30.0,30.0,EUR,apple_pay,True,2023-02-11 00:00:00,technical_issues
sub000177,u000177,2023-01-18 00:00:00,2023-02-17 00:00:00,monthly,30.0,30.0,USD,paypal,True,2023-02-16 00:00:00,didnt_use_enough
sub000178,u000178,2023-03-14 00:00:00,,annual,300.0,300.0,USD,credit_card,True,2023-06-23 00:00:00,too_expensive
sub000179,u000179,2023-01-20 00:00:00,2023-02-19 00:00:00,monthly,30.0,30.0,GBP,credit_card,True,2023-02-14 00:00:00,privacy_concerns
sub000180,u000180,2023-01-23 00:00:00,,annual,300.0,300.0,AUD,credit_card,True,2023-01-29 00:00:00,didnt_use_enough
sub000181,u000181,2023-01-10 00:00:00,2023-02-09 00:00:00,monthly,30.0,30.0,EUR,paypal,False,,
sub000182,u000182,2023-01-28 00:00:00,2023-02-27 00:00:00,monthly,30.0,30.0,EUR,credit_card,False,,
sub000183,u000183,2023-01-26 00:00:00,,annual,300.0,300.0,USD,paypal,True,2023-06-24 00:00:00,didnt_like_interface
sub000184,u000184,2023-01-11 00:00:00,,annual,300.0,300.0,USD,apple_pay,True,2023-01-26 00:00:00,poor_battery_life
sub000185,u000185,2023-02-25 00:00:00,2023-03-27 00:00:00,monthly,30.0,30.0,USD,apple_pay,True,2023-03-25 00:00:00,poor_battery_life
sub000186,u000186,2023-01-12 00:00:00,2023-02-11 00:00:00,monthly,30.0,30.0,CAD,credit_card,False,,
sub000187,u000187,2023-02-07 00:00:00,2023-03-09 00:00:00,monthly,30.0,30.0,USD,google_pay,True,2023-03-04 00:00:00,didnt_use_enough
sub000188,u000188,2023-01-30 00:00:00,2023-03-01 00:00:00,monthly,30.0,30.0,USD,credit_card,True,2023-02-23 00:00:00,privacy_concerns
sub000189,u000189,2023-03-02 00:00:00,,annual,300.0,300.0,USD,google_pay,False,,
sub000190,u000190,2023-04-11 00:00:00,2023-05-11 00:00:00,monthly,30.0,30.0,USD,paypal,False,,
sub000191,u000191,2023-02-05 00:00:00,2023-03-07 00:00:00,monthly,30.0,30.0,USD,credit_card,True,2023-02-26 00:00:00,too_expensive
sub000192,u000192,2023-01-25 00:00:00,2023-02-24 00:00:00,monthly,30.0,30.0,USD,google_pay,False,,
sub000193,u000193,2023-02-19 00:00:00,,annual,300.0,300.0,CAD,credit_card,True,2023-03-14 00:00:00,technical_issues
sub000194,u000194,2023-01-25 00:00:00,,biannual,240.0,240.0,USD,credit_card,True,2023-02-18 00:00:00,technical_issues
sub000195,u000195,2023-01-19 00:00:00,,annual,300.0,300.0,USD,apple_pay,True,2023-06-24 00:00:00,customer_service
sub000196,u000196,2023-02-01 00:00:00,,annual,300.0,300.0,USD,apple_pay,True,2023-02-12 00:00:00,too_expensive
sub000197,u000197,2023-03-02 00:00:00,2023-04-01 00:00:00,monthly,30.0,30.0,USD,credit_card,True,2023-03-25 00:00:00,didnt_like_interface
sub000198,u000198,2023-01-23 00:00:00,2023-02-22 00:00:00,monthly,30.0,30.0,CAD,credit_card,True,2023-02-13 00:00:00,privacy_concerns
sub000199,u000199,2023-04-06 00:00:00,2023-05-06 00:00:00,monthly,30.0,30.0,EUR,credit_card,False,,
sub000200,u000200,2023-01-28 00:00:00,2023-02-27 00:00:00,monthly,30.0,30.0,USD,apple_pay,False,,
sub000201,u000201,2023-03-05 00:00:00,2023-04-04 00:00:00,monthly,30.0,30.0,BRL,credit_card,True,2023-03-31 00:00:00,didnt_use_enough
sub000202,u000202,2023-03-09 00:00:00,2023-04-08 00:00:00,monthly,30.0,30.0,EUR,credit_card,False,,
sub000203,u000203,2023-01-13 00:00:00,2023-02-12 00:00:00,monthly,30.0,30.0,EUR,credit_card,True,2023-02-10 00:00:00,too_expensive
sub000204,u000204,2023-02-08 00:00:00,2023-03-10 00:00:00,monthly,30.0,30.0,EUR,apple_pay,False,,
sub000205,u000205,2023-02-13 00:00:00,2023-03-15 00:00:00,monthly,30.0,30.0,CAD,credit_card,False,,
sub000206,u000206,2023-02-13 00:00:00,2023-03-15 00:00:00,monthly,30.0,30.0,CAD,paypal,False,,
sub000207,u000207,2023-02-17 00:00:00,2023-03-19 00:00:00,monthly,30.0,30.0,USD,apple_pay,True,2023-03-17 00:00:00,technical_issues
sub000208,u000208,2023-01-28 00:00:00,2023-02-27 00:00:00,monthly,30.0,30.0,CAD,paypal,True,2023-02-22 00:00:00,privacy_concerns
sub000209,u000209,2023-01-14 00:00:00,2023-02-13 00:00:00,monthly,30.0,30.0,EUR,credit_card,False,,
sub000210,u000210,2023-01-20 00:00:00,2023-02-19 00:00:00,monthly,30.0,30.0,EUR,paypal,True,2023-02-12 00:00:00,poor_battery_life
sub000211,u000211,2023-01-19 00:00:00,,biannual,240.0,240.0,USD,apple_pay,True,2023-06-21 00:00:00,too_expensive
sub000212,u000212,2023-02-03 00:00:00,,annual,300.0,300.0,USD,paypal,True,2023-06-23 00:00:00,customer_service
sub000213,u000213,2023-05-03 00:00:00,,annual,300.0,300.0,EUR,paypal,False,,
sub000214,u000214,2023-04-23 00:00:00,2023-05-23 00:00:00,monthly,30.0,30.0,USD,credit_card,True,2023-05-18 00:00:00,found_better_app
sub000215,u000215,2023-02-27 00:00:00,2023-03-29 00:00:00,monthly,30.0,30.0,USD,paypal,True,2023-03-22 00:00:00,didnt_like_interface
