membership_id,team_id,user_id,joined_at,membership_status,is_admin,share_recovery,share_strain,share_sleep
tm000191,team007,u000208,2023-05-14 00:00:00,active,False,True,True,False
tm000192,team007,u004650,2023-05-13 00:00:00,active,False,True,True,False
tm000193,team007,u002716,2023-05-13 00:00:00,active,True,True,True,True
tm000194,team007,u001832,2023-05-16 00:00:00,active,False,True,True,True
tm000195,team007,u000524,2023-05-09 00:00:00,active,False,True,True,True
tm000196,team007,u003844,2023-06-06 00:00:00,active,False,True,True,False
tm000197,team007,u002502,2023-06-16 00:00:00,active,False,True,False,True
tm000198,team007,u003381,2023-06-04 00:00:00,active,False,True,True,True
tm000199,team007,u000967,2023-06-02 00:00:00,active,True,True,True,True
tm000200,team007,u001159,2023-05-22 00:00:00,active,False,True,True,True
tm000201,team007,u000378,2023-06-12 00:00:00,active,False,True,True,True
tm000202,team007,u000310,2023-06-18 00:00:00,active,False,True,True,True
tm000203,team007,u002520,2023-06-29 00:00:00,active,False,True,True,True
tm000204,team007,u004076,2023-06-03 00:00:00,active,False,True,True,True
tm000205,team007,u000963,2023-05-21 00:00:00,active,False,True,False,True
tm000206,team007,u000806,2023-06-27 00:00:00,active,True,True,True,True
tm000207,team007,u001946,2023-05-13 00:00:00,active,False,True,True,True
tm000208,team007,u004451,2023-05-12 00:00:00,active,False,True,False,True
tm000209,team007,u001124,2023-06-20 00:00:00,active,True,True,True,True
tm000210,team007,u003217,2023-06-06 00:00:00,active,False,True,True,True
tm000211,team007,u003757,2023-06-28 00:00:00,active,False,True,True,True
tm000212,team007,u003072,2023-06-01 00:00:00,active,False,False,True,True
tm000213,team007,u004473,2023-06-15 00:00:00,active,False,True,True,True
tm000214,team007,u003472,2023-05-06 00:00:00,active,False,True,True,True
tm000215,team007,u004863,2023-05-05 00:00:00,active,False,True,True,True
tm000216,team007,u001279,2023-06-21 00:00:00,active,False,True,True,True
tm000217,team007,u003436,2023-05-31 00:00:00,active,False,True,True,True
tm000218,team007,u000821,2023-06-10 00:00:00,active,False,True,True,False
tm000219,team007,u004049,2023-05-08 00:00:00,active,False,True,True,True
tm000220,team008,u003787,2023-06-22 00:00:00,active,True,True,True,True
tm000221,team008,u003622,2023-06-25 00:00:00,active,False,True,True,True
tm000222,team008,u003393,2023-06-22 00:00:00,active,False,True,True,True
tm000223,team008,u002238,2023-06-28 00:00:00,active,False,True,True,True
tm000224,team008,u001766,2023-06-22 00:00:00,active,False,True,False,True
tm000225,team008,u004199,2023-06-27 00:00:00,active,True,True,True,True
tm000226,team008,u000933,2023-06-30 00:00:00,active,True,True,True,True
tm000227,team008,u002828,2023-06-24 00:00:00,active,True,True,True,True
tm000228,team008,u003522,2023-06-27 00:00:00,active,False,False,True,True
tm000229,team008,u000909,2023-06-23 00:00:00,active,False,True,True,False
tm000230,team008,u002321,2023-06-23 00:00:00,active,False,True,True,False
tm000231,team008,u004860,2023-06-29 00:00:00,active,False,True,True,False
tm000232,team008,u003988,2023-06-27 00:00:00,active,False,True,True,True
tm000233,team008,u004318,2023-06-29 00:00:00,active,False,True,True,True
tm000234,team008,u002527,2023-06-23 00:00:00,active,False,True,True,False
tm000235,team008,u000373,2023-06-23 00:00:00,active,False,False,True,True
tm000236,team008,u001807,2023-06-28 00:00:00,active,False,True,True,False
tm000237,team008,u003238,2023-06-29 00:00:00,active,False,True,True,True
tm000238,team008,u004911,2023-06-30 00:00:00,active,False,True,True,False
tm000239,team008,u000449,2023-06-27 00:00:00,active,False,True,True,True
tm000240,team008,u000063,2023-06-29 00:00:00,active,False,True,True,True
tm000241,team008,u001675,2023-06-26 00:00:00,active,False,True,True,True
tm000242,team008,u002470,2023-06-27 00:00:00,active,True,True,True,True
tm000243,team008,u001731,2023-06-24 00:00:00,active,False,True,True,True
tm000244,team008,u001125,2023-06-28 00:00:00,active,False,True,True,True
tm000245,team008,u002094,2023-06-27 00:00:00,active,False,True,True,True
tm000246,team008,u002372,2023-06-30 00:00:00,active,True,True,True,True
tm000247,team008,u002688,2023-06-26 00:00:00,active,False,True,False,True
tm000248,team008,u000983,2023-06-25 00:00:00,active,False,True,True,False
tm000249,team008,u000064,2023-06-30 00:00:00,active,False,True,True,True
tm000250,team008,u004076,2023-06-27 00:00:00,active,False,True,True,True
tm000251,team008,u003528,2023-06-24 00:00:00,active,False,True,True,True
tm000252,team008,u001440,2023-06-29 00:00:00,active,True,True,True,False
tm000253,team008,u001059,2023-06-26 00:00:00,active,False,True,True,True
tm000254,team008,u003115,2023-06-29 00:00:00,active,False,True,True,True
tm000255,team008,u004364,2023-06-29 00:00:00,active,False,True,True,True
tm000256,team009,u000459,2023-04-19 00:00:00,active,True,True,True,True
tm000257,team009,u001387,2023-06-18 00:00:00,active,False,True,True,True
tm000258,team009,u001711,2023-05-08 00:00:00,active,False,True,True,True
tm000259,team009,u001185,2023-05-25 00:00:00,active,False,True,True,True
tm000260,team009,u002142,2023-06-16 00:00:00,active,True,True,True,True
tm000261,team009,u000449,2023-06-23 00:00:00,active,False,True,True,True
tm000262,team009,u004098,2023-06-03 00:00:00,active,False,True,True,True
tm000263,team009,u003173,2023-06-04 00:00:00,active,True,True,True,False
tm000264,team009,u004731,2023-06-28 00:00:00,active,True,True,True,True
tm000265,team009,u000879,2023-06-05 00:00:00,active,False,True,True,True
tm000266,team009,u004402,2023-05-02 00:00:00,active,False,True,True,True
tm000267,team009,u001068,2023-06-27 00:00:00,active,False,True,True,True
tm000268,team009,u002439,2023-06-19 00:00:00,active,False,True,True,False
tm000269,team009,u000720,2023-06-16 00:00:00,active,True,True,True,False
tm000270,team009,u001373,2023-05-29 00:00:00,active,False,True,False,True
tm000271,team009,u002331,2023-05-21 00:00:00,active,True,True,True,False
tm000272,team009,u003834,2023-04-25 00:00:00,active,False,True,True,True
tm000273,team009,u004379,2023-06-09 00:00:00,active,False,True,True,False
tm000274,team009,u001263,2023-06-21 00:00:00,active,False,True,True,True
tm000275,team009,u003737,2023-04-29 00:00:00,active,False,True,True,False
tm000276,team009,u000787,2023-06-27 00:00:00,active,False,True,True,True
tm000277,team009,u001901,2023-06-15 00:00:00,active,False,True,True,True
tm000278,team009,u003849,2023-04-24 00:00:00,active,False,True,True,True
tm000279,team009,u002991,2023-04-26 00:00:00,active,True,True,True,False
tm000280,team009,u000230,2023-05-09 00:00:00,active,False,True,True,False
tm000281,team009,u003547,2023-04-23 00:00:00,active,False,True,True,True
tm000282,team009,u000458,2023-06-30 00:00:00,active,True,True,True,True
tm000283,team009,u003390,2023-06-14 00:00:00,active,False,True,True,True
tm000284,team009,u004278,2023-05-24 00:00:00,active,False,True,True,True
tm000285,team009,u003196,2023-06-07 00:00:00,active,False,True,True,True
tm000286,team009,u002021,2023-05-16 00:00:00,active,False,True,False,True
tm000287,team009,u003302,2023-05-04 00:00:00,active,False,True,True,True
tm000288,team009,u000700,2023-04-30 00:00:00,active,False,False,False,True
tm000289,team009,u003204,2023-04-27 00:00:00,active,False,True,True,True
tm000290,team009,u001924,2023-05-11 00:00:00,active,False,True,True,True
tm000291,team009,u000242,2023-05-06 00:00:00,active,False,True,True,True
tm000292,team009,u002729,2023-06-17 00:00:00,active,False,True,True,True
tm000293,team009,u000848,2023-05-28 00:00:00,active,False,True,True,True
tm000294,team009,u002867,2023-06-10 00:00:00,active,False,True,False,True
tm000295,team009,u001252,2023-06-15 00:00:00,active,False,True,True,False
tm000296,team009,u001179,2023-06-28 00:00:00,active,False,True,False,True
tm000297,team009,u000332,2023-04-26 00:00:00,active,False,True,True,True
tm000298,team009,u002455,2023-05-17 00:00:00,active,False,True,True,False
tm000299,team009,u004028,2023-05-21 00:00:00,active,False,False,True,True
tm000300,team009,u001189,2023-06-26 00:00:00,active,True,True,True,True
tm000301,team010,u004090,2023-06-05 00:00:00,active,True,True,True,True
tm000302,team010,u004960,2023-06-06 00:00:00,active,False,True,True,False
tm000303,team010,u002766,2023-06-23 00:00:00,active,False,True,True,False
tm000304,team010,u004620,2023-06-05 00:00:00,active,False,True,True,False
tm000305,team011,u004781,2023-06-01 00:00:00,active,True,True,True,True
tm000306,team011,u003957,2023-06-20 00:00:00,active,False,True,True,False
tm000307,team011,u002007,2023-06-12 00:00:00,active,False,True,True,True
tm000308,team011,u003327,2023-06-11 00:00:00,active,False,True,True,True
tm000309,team011,u002437,2023-06-02 00:00:00,active,False,True,True,True
tm000310,team011,u003716,2023-06-28 00:00:00,active,False,True,False,True
tm000311,team011,u000598,2023-06-07 00:00:00,active,False,True,True,True
tm000312,team011,u000491,2023-06-10 00:00:00,active,False,True,True,True
tm000313,team011,u001295,2023-06-08 00:00:00,active,False,True,True,True
tm000314,team011,u003602,2023-06-29 00:00:00,active,False,True,True,True
tm000315,team011,u003405,2023-06-04 00:00:00,active,False,True,True,False
tm000316,team011,u003967,2023-06-12 00:00:00,active,True,True,True,True
tm000317,team011,u003805,2023-06-10 00:00:00,active,True,True,True,True
tm000318,team011,u001672,2023-06-20 00:00:00,active,False,True,False,True
tm000319,team011,u002787,2023-06-26 00:00:00,active,False,True,True,True
tm000320,team012,u004886,2023-05-01 00:00:00,active,True,True,True,True
tm000321,team012,u004229,2023-05-21 00:00:00,active,False,True,True,True
tm000322,team012,u003338,2023-06-09 00:00:00,active,False,True,True,True
tm000323,team012,u004154,2023-05-09 00:00:00,active,False,True,False,True
tm000324,team012,u000339,2023-05-25 00:00:00,active,False,True,False,True
tm000325,team012,u000382,2023-05-23 00:00:00,active,False,True,True,False
tm000326,team012,u000328,2023-05-17 00:00:00,active,False,True,True,True
tm000327,team012,u001143,2023-05-15 00:00:00,active,False,False,True,True
tm000328,team012,u002771,2023-06-14 00:00:00,active,False,True,True,False
tm000329,team012,u003935,2023-06-20 00:00:00,active,False,True,True,True
tm000330,team012,u004314,2023-06-27 00:00:00,active,False,True,False,False
tm000331,team012,u003798,2023-05-19 00:00:00,active,True,False,True,False
tm000332,team012,u001242,2023-06-11 00:00:00,active,False,True,True,True
tm000333,team012,u004283,2023-06-29 00:00:00,active,False,True,True,True
tm000334,team012,u001166,2023-05-16 00:00:00,active,False,True,True,True
tm000335,team012,u002729,2023-05-04 00:00:00,active,False,True,True,True
tm000336,team012,u002651,2023-05-09 00:00:00,active,True,True,False,True
tm000337,team012,u001355,2023-06-29 00:00:00,active,False,True,True,False
tm000338,team012,u003267,2023-05-19 00:00:00,active,False,True,False,True
tm000339,team012,u002490,2023-06-06 00:00:00,active,False,True,True,True
tm000340,team012,u004935,2023-06-28 00:00:00,active,False,True,True,False
tm000341,team012,u002798,2023-06-23 00:00:00,active,False,True,False,False
tm000342,team012,u004214,2023-06-29 00:00:00,active,False,True,True,True
tm000343,team012,u004234,2023-06-29 00:00:00,active,False,True,False,True
tm000344,team012,u004424,2023-06-01 00:00:00,active,False,True,True,True
tm000345,team012,u004069,2023-06-21 00:00:00,active,False,True,True,True
tm000346,team012,u004679,2023-05-12 00:00:00,active,True,True,True,True
tm000347,team012,u002494,2023-05-13 00:00:00,active,False,True,True,False
tm000348,team012,u003945,2023-06-02 00:00:00,active,False,True,True,False
tm000349,team012,u000140,2023-05-31 00:00:00,active,False,True,True,True
tm000350,team012,u003063,2023-06-18 00:00:00,active,False,True,True,True
tm000351,team012,u002756,2023-05-17 00:00:00,active,False,True,True,True
tm000352,team012,u000915,2023-05-20 00:00:00,active,False,True,False,False
tm000353,team012,u003465,2023-06-19 00:00:00,active,False,True,False,True
tm000354,team012,u004850,2023-06-09 00:00:00,active,False,False,True,True
tm000355,team012,u002560,2023-06-08 00:00:00,active,False,True,False,False
tm000356,team012,u000223,2023-06-21 00:00:00,active,False,True,True,False
tm000357,team012,u004962,2023-06-25 00:00:00,active,False,True,True,True
tm000358,team012,u003942,2023-06-28 00:00:00,active,False,True,True,True
tm000359,team012,u002211,2023-06-06 00:00:00,active,False,True,True,True
tm000360,team012,u004807,2023-06-13 00:00:00,active,False,True,True,True
tm000361,team012,u004799,2023-06-21 00:00:00,active,True,True,True,True
tm000362,team012,u001895,2023-06-05 00:00:00,active,False,True,True,True
tm000363,team012,u000431,2023-06-22 00:00:00,active,True,True,True,True
tm000364,team012,u004849,2023-06-14 00:00:00,active,True,False,False,True
tm000365,team012,u003990,2023-06-29 00:00:00,active,False,True,True,True
tm000366,team012,u001421,2023-06-11 00:00:00,active,False,True,True,False
tm000367,team012,u004354,2023-05-25 00:00:00,active,False,True,True,True
tm000368,team012,u003161,2023-06-12 00:00:00,active,False,True,True,True
tm000369,team012,u001232,2023-06-04 00:00:00,active,False,True,False,False
tm000370,team012,u002019,2023-06-18 00:00:00,active,True,True,True,True
tm000371,team012,u000265,2023-06-04 00:00:00,active,False,True,True,True
tm000372,team012,u004758,2023-05-13 00:00:00,active,False,True,True,False
tm000373,team012,u000918,2023-05-27 00:00:00,active,False,True,True,True
tm000374,team012,u001590,2023-05-05 00:00:00,active,False,True,True,True
tm000375,team012,u000159,2023-05-04 00:00:00,active,False,True,True,True
tm000376,team012,u003667,2023-06-18 00:00:00,active,False,True,True,True
tm000377,team013,u000095,2023-04-26 00:00:00,active,True,True,True,True
tm000378,team013,u004832,2023-06-28 00:00:00,active,True,True,True,True
tm000379,team013,u002683,2023-06-05 00:00:00,active,False,True,True,True
tm000380,team013,u004843,2023-06-25 00:00:00,active,False,True,True,True
tm000381,team013,u002697,2023-06-24 00:00:00,active,False,True,False,True
tm000382,team013,u001997,2023-05-13 00:00:00,active,False,True,True,True
tm000383,team013,u002538,2023-06-22 00:00:00,active,False,True,True,True
tm000384,team013,u001208,2023-05-30 00:00:00,active,False,True,True,True
tm000385,team013,u004371,2023-05-23 00:00:00,active,False,True,True,False
tm000386,team013,u001861,2023-04-27 00:00:00,active,False,True,True,True
tm000387,team013,u003473,2023-06-26 00:00:00,active,False,True,True,True
tm000388,team013,u002527,2023-05-26 00:00:00,active,False,True,True,True
tm000389,team013,u002313,2023-06-10 00:00:00,active,False,True,True,True
tm000390,team013,u000516,2023-06-25 00:00:00,active,False,True,True,True
tm000391,team013,u004672,2023-05-01 00:00:00,active,False,True,True,True
tm000392,team013,u004964,2023-06-18 00:00:00,active,False,True,True,True
tm000393,team013,u001475,2023-05-27 00:00:00,active,False,True,True,True
tm000394,team013,u003586,2023-06-27 00:00:00,active,False,True,True,True
tm000395,team013,u004665,2023-06-10 00:00:00,active,False,True,True,False
tm000396,team014,u002158,2023-05-02 00:00:00,active,True,True,True,True
tm000397,team014,u004501,2023-06-03 00:00:00,active,False,True,True,False
